ASV silva_kingdom silva_phylum silva_class silva_order silva_family silva_genus silva_species_single silva_species_multiple rdp_kingdom rdp_phylum rdp_class rdp_order rdp_family rdp_genus rdp_species_single rdp_species_multiple decipher_domain decipher_phylum decipher_class decipher_order decipher_family decipher_genus decipher_species
ASV_16S_01356 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_01357 Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA NA Bacteria Acidobacteria Acidobacteria_Gp3 Gp3 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae NA NA NA NA
ASV_16S_01358 Bacteria Acidobacteriota Acidobacteriae "Subgroup 2" NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp2 Gp2 NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_01359 Bacteria Acidobacteriota Acidobacteriae "Subgroup 2" NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp2 Gp2 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae "Subgroup 2" NA NA NA
ASV_16S_01360 Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae NA NA NA Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae_1 Clostridium_sensu_stricto NA NA Bacteria Firmicutes Clostridia Clostridiales NA NA NA
ASV_16S_01361 Bacteria FCPU426 NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria FCPU426 NA NA NA NA NA
ASV_16S_01362 Bacteria Desulfobacterota Desulfuromonadia Geobacterales Geobacteraceae Geobacter NA NA Bacteria Proteobacteria Deltaproteobacteria Desulfuromonadales Geobacteraceae Geobacter NA NA Bacteria Desulfobacterota Desulfuromonadia Geobacterales Geobacteraceae Geobacter NA
ASV_16S_01363 Bacteria Elusimicrobiota "Lineage IIa" NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Elusimicrobiota "Lineage IIa" NA NA NA NA
ASV_16S_01364 Bacteria Verrucomicrobiota Verrucomicrobiae Methylacidiphilales Methylacidiphilaceae NA NA NA Bacteria Verrucomicrobia NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_01365 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Gp1 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae NA NA NA NA
ASV_16S_01366 Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae NA NA NA Bacteria Planctomycetes Planctomycetacia Pirellulales Thermoguttaceae Thermostilla NA NA Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae NA NA
ASV_16S_01367 Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Parachlamydiaceae "Candidatus Protochlamydia" NA NA Bacteria Chlamydiae Chlamydiia Chlamydiales Parachlamydiaceae Parachlamydia NA NA Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Parachlamydiaceae NA NA
ASV_16S_01368 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Acidicapsa NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Acidicapsa NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Acidicapsa NA
ASV_16S_01369 Bacteria Actinobacteriota Actinobacteria Frankiales Frankiaceae Frankia NA NA Bacteria Actinobacteria Actinobacteria Frankiales Frankiaceae Frankia NA NA Bacteria Actinobacteriota Actinobacteria Frankiales NA NA NA
ASV_16S_01370 Bacteria Chloroflexi Dehalococcoidia Dehalococcoidales NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_01371 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA NA Bacteria Acidobacteria Acidobacteria_Gp1 NA NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA
ASV_16S_01372 Bacteria Planctomycetota Phycisphaerae Tepidisphaerales "WD2101 soil group" NA NA NA Bacteria candidate_division_WPS-1 NA NA NA NA NA NA Bacteria Planctomycetota Phycisphaerae Tepidisphaerales "WD2101 soil group" NA NA
ASV_16S_01373 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae Piscinibacter NA NA Bacteria Proteobacteria Betaproteobacteria Burkholderiales Comamonadaceae Piscinibacter NA NA Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_16S_01374 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae ADurb.Bin118 NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_01375 Bacteria Acidobacteriota Thermoanaerobaculia Thermoanaerobaculales Thermoanaerobaculaceae "Subgroup 10" NA NA Bacteria Acidobacteria Acidobacteria_Gp10 Gp10 NA NA NA NA Bacteria Acidobacteriota Thermoanaerobaculia Thermoanaerobaculales Thermoanaerobaculaceae "Subgroup 10" NA
ASV_16S_01376 Bacteria Elusimicrobiota "Lineage IIa" NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Elusimicrobiota "Lineage IIa" NA NA NA NA
ASV_16S_01377 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales Labilitrichaceae Labilithrix NA NA Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_16S_01378 Bacteria Verrucomicrobiota Verrucomicrobiae "S-BQ2-57 soil group" NA NA NA NA Bacteria Verrucomicrobia NA NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae "S-BQ2-57 soil group" NA NA NA
ASV_16S_01379 Bacteria Elusimicrobiota "Lineage IIb" NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_01380 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Gp1 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA
ASV_16S_01381 Bacteria Planctomycetota Phycisphaerae Tepidisphaerales "WD2101 soil group" NA NA NA Bacteria candidate_division_WPS-1 NA NA NA NA NA NA Bacteria Planctomycetota Phycisphaerae Tepidisphaerales "WD2101 soil group" NA NA
ASV_16S_01382 Bacteria Bacteroidota Bacteroidia Sphingobacteriales KD3-93 NA NA NA Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Cryomorphaceae NA NA NA Bacteria Bacteroidota Bacteroidia Sphingobacteriales KD3-93 NA NA
ASV_16S_01383 Bacteria Patescibacteria Parcubacteria "Candidatus Moranbacteria" NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Patescibacteria Parcubacteria "Candidatus Moranbacteria" NA NA NA
ASV_16S_01384 Bacteria Spirochaetota Spirochaetia Spirochaetales Spirochaetaceae Spirochaeta NA NA Bacteria Spirochaetes Spirochaetia Spirochaetales NA NA NA NA Bacteria Spirochaetota Spirochaetia Spirochaetales Spirochaetaceae Spirochaeta NA
ASV_16S_01385 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Gp1 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA
ASV_16S_01386 Bacteria Bacteroidota Kryptonia Kryptoniales BSV26 NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_01387 Bacteria Planctomycetota vadinHA49 NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_01388 Bacteria Patescibacteria Gracilibacteria "Absconditabacteriales (SR1)" NA NA NA NA Bacteria SR1 NA NA NA NA NA NA Bacteria Patescibacteria Gracilibacteria "Absconditabacteriales (SR1)" NA NA NA
ASV_16S_01389 Bacteria Acidobacteriota Acidobacteriae "Subgroup 12" NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp12 Gp12 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae "Subgroup 12" NA NA NA
ASV_16S_01390 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae "alphaI cluster" NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Methylocystaceae Methylopila NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_16S_01391 Bacteria Elusimicrobiota "Lineage IIa" NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Elusimicrobiota "Lineage IIa" NA NA NA NA
ASV_16S_01392 Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Magnetospirillaceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Rhodospirillaceae Telmatospirillum NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Magnetospirillaceae NA NA
ASV_16S_01393 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA NA Bacteria Actinobacteria Actinobacteria Streptosporangiales Thermomonosporaceae Actinoallomurus NA NA Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_16S_01394 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Granulicella NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Edaphobacter NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Granulicella NA
ASV_16S_01395 Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae NA NA NA Bacteria Planctomycetes Planctomycetacia Pirellulales Thermoguttaceae Thermogutta NA NA Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae NA NA
ASV_16S_01396 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA NA Bacteria Acidobacteria Acidobacteria_Gp1 NA NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" NA NA
ASV_16S_01397 Bacteria Actinobacteriota Coriobacteriia OPB41 NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Actinobacteriota Coriobacteriia OPB41 NA NA NA
ASV_16S_01398 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA
ASV_16S_01399 Bacteria Bacteroidota Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA NA Bacteria Bacteroidota Bacteroidia Bacteroidales Paludibacteraceae Paludibacter NA
ASV_16S_01400 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA
ASV_16S_01401 Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae NA NA NA Bacteria Bacteroidetes Cytophagia Cytophagales Fulvivirgaceae Ohtaekwangia NA NA Bacteria Bacteroidota Bacteroidia Cytophagales NA NA NA
ASV_16S_01402 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Acidipila-Silvibacterium NA NA Bacteria Acidobacteria Acidobacteria_Gp1 NA NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" NA NA
ASV_16S_01403 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA NA Bacteria Actinobacteria Thermoleophilia Solirubrobacterales Conexibacteraceae Conexibacter NA NA Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_16S_01404 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae Ellin516 NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae Ellin516 NA
ASV_16S_01405 Bacteria Myxococcota Myxococcia Myxococcales Myxococcaceae NA NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales Cystobacteraceae NA NA NA Bacteria Myxococcota Myxococcia Myxococcales Myxococcaceae P3OB-42 NA
ASV_16S_01406 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA NA Bacteria Bacteroidetes Chitinophagia Chitinophagales Chitinophagaceae Ferruginibacter NA NA Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_16S_01407 Bacteria Patescibacteria Berkelbacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_01408 Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA NA Bacteria Acidobacteria Acidobacteria_Gp3 Gp3 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA
ASV_16S_01409 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales Labilitrichaceae Labilithrix NA NA Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_16S_01410 Bacteria Patescibacteria Parcubacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_01411 Bacteria Patescibacteria Parcubacteria "Candidatus Nomurabacteria" NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA Bacteria Patescibacteria Parcubacteria "Candidatus Nomurabacteria" NA NA NA
ASV_16S_01412 Bacteria Planctomycetota Phycisphaerae Phycisphaerales NA NA NA NA Bacteria Planctomycetes NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_01413 Bacteria Elusimicrobiota "Lineage IIa" NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_01414 Bacteria Bacteroidota Bacteroidia Chitinophagales 37-13 NA NA NA Bacteria Bacteroidetes Chitinophagia Chitinophagales Chitinophagaceae NA NA NA Bacteria Bacteroidota Bacteroidia Chitinophagales 37-13 NA NA
ASV_16S_01415 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Bradyrhizobium NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_16S_01416 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Chthoniobacter NA NA Bacteria Verrucomicrobia Spartobacteria NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Chthoniobacter NA
ASV_16S_01417 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Gp1 NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_01418 Bacteria Fibrobacterota Fibrobacteria Fibrobacterales Fibrobacteraceae "possible genus 06" NA NA Bacteria Fibrobacteres Fibrobacteria Fibrobacterales Fibrobacteraceae Fibrobacter NA NA Bacteria Fibrobacterota Fibrobacteria Fibrobacterales Fibrobacteraceae "possible genus 06" NA
ASV_16S_01419 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae ADurb.Bin063-1 NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae ADurb.Bin063-1 NA
ASV_16S_01420 Bacteria Armatimonadota NA NA NA NA NA NA Bacteria Armatimonadetes Armatimonadetes_gp2 NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_01421 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas NA argentinensis/arsenicoxydans/baetica/borealis/brassicacearum/brenneri/chlororaphis/corrugata/denitrificans/ficuserectae/fluorescens/frederiksbergensis/gessardii/granadensis/grimontii/helmanticensis/kilonensis/koreensis/lini/mandelii/mediterranea/migulae/moraviensis/putida/reinekei/rhodesiae/salomonii/syringae/thivervalensis/tolaasii/turukhanskensis/veronii Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas NA argentinensis/arsenicoxydans/baetica/borealis/brassicacearum/brenneri/chlororaphis/corrugata/denitrificans/ficuserectae/fluorescens/frederiksbergensis/gessardii/granadensis/grimontii/helmanticensis/jessenii/kilonensis/koreensis/lini/mandelii/mediterranea/migulae/punonensis/putida/reinekei/salomonii/syringae/thivervalensis/tolaasii/trivialis/veronii Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas NA
ASV_16S_01422 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_16S_01423 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Telmatobacter NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" NA NA
ASV_16S_01424 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_01425 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA NA Bacteria Proteobacteria Betaproteobacteria Burkholderiales Comamonadaceae Piscinibacter NA NA Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_16S_01426 Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA NA Bacteria Acidobacteria Acidobacteria_Gp3 Gp3 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA
ASV_16S_01427 Bacteria Firmicutes Negativicutes Veillonellales-Selenomonadales Sporomusaceae Pelosinus NA NA Bacteria Firmicutes Negativicutes Selenomonadales Sporomusaceae Pelosinus NA NA Bacteria Firmicutes Negativicutes Veillonellales-Selenomonadales Sporomusaceae Pelosinus NA
ASV_16S_01428 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae NA NA
ASV_16S_01429 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Terrimicrobiaceae "FukuN18 freshwater group" NA NA Bacteria Verrucomicrobia Spartobacteria NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Terrimicrobiaceae "FukuN18 freshwater group" NA
ASV_16S_01430 Bacteria Patescibacteria Gracilibacteria "Absconditabacteriales (SR1)" NA NA NA NA Bacteria SR1 NA NA NA NA NA NA Bacteria Patescibacteria Gracilibacteria "Absconditabacteriales (SR1)" NA NA NA
ASV_16S_01431 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA NA Bacteria Bacteroidetes Chitinophagia Chitinophagales Chitinophagaceae Rurimicrobium NA NA Bacteria Bacteroidota Bacteroidia NA NA NA NA
ASV_16S_01432 Bacteria Desulfobacterota Syntrophorhabdia Syntrophorhabdales Syntrophorhabdaceae Syntrophorhabdus NA NA Bacteria Proteobacteria Deltaproteobacteria NA NA NA NA NA Bacteria Desulfobacterota Syntrophorhabdia Syntrophorhabdales Syntrophorhabdaceae Syntrophorhabdus NA
ASV_16S_01433 Bacteria Planctomycetota vadinHA49 NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_01434 Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA NA Bacteria Acidobacteria Acidobacteria_Gp3 Gp3 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae NA NA NA NA
ASV_16S_01435 Bacteria MBNT15 NA NA NA NA NA NA Bacteria Proteobacteria Deltaproteobacteria NA NA NA NA NA Bacteria MBNT15 NA NA NA NA NA
ASV_16S_01436 Bacteria Bacteroidota Kapabacteria Kapabacteriales NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_01437 Bacteria Planctomycetota Phycisphaerae NA NA NA NA NA Bacteria Planctomycetes NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_01438 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Roseiarcus NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Roseiarcaceae Roseiarcus NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Roseiarcus NA
ASV_16S_01439 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Granulicella NA NA Bacteria Acidobacteria Acidobacteria_Gp1 NA NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Granulicella NA
ASV_16S_01440 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae Rhodovastum NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_16S_01441 Bacteria Actinobacteriota Actinobacteria Frankiales Frankiaceae Jatrophihabitans NA NA Bacteria Actinobacteria Actinobacteria Frankiales Frankiaceae Jatrophihabitans NA NA Bacteria Actinobacteriota Actinobacteria Frankiales Frankiaceae Jatrophihabitans NA
ASV_16S_01442 Bacteria WS1 NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_01443 Bacteria Verrucomicrobiota Verrucomicrobiae Methylacidiphilales Methylacidiphilaceae NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_01444 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Uliginosibacterium flavum flavum Bacteria Proteobacteria Betaproteobacteria Rhodocyclales Zoogloeaceae Uliginosibacterium NA NA Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Uliginosibacterium NA
ASV_16S_01445 Bacteria Bacteroidota Ignavibacteria Ignavibacteriales NA NA NA NA Bacteria Ignavibacteriae Ignavibacteria Ignavibacteriales Ignavibacteriaceae Ignavibacterium NA NA Bacteria Bacteroidota Ignavibacteria Ignavibacteriales NA NA NA
ASV_16S_01446 Bacteria Sumerlaeota Sumerlaeia Sumerlaeales Sumerlaeaceae Sumerlaea NA NA Bacteria BRC1 NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_01447 Bacteria Planctomycetota Phycisphaerae Tepidisphaerales "WD2101 soil group" NA NA NA Bacteria candidate_division_WPS-1 NA NA NA NA NA NA Bacteria Planctomycetota Phycisphaerae Tepidisphaerales "WD2101 soil group" NA NA
ASV_16S_01448 Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA NA Bacteria Acidobacteria Acidobacteria_Gp3 Gp3 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae NA NA NA NA
